"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/19/2015","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/20/2015","AQS","110010043","2","2.2","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/21/2015","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/22/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/23/2015","AQS","110010043","2","2.6","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/24/2015","AQS","110010043","2","3","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/25/2015","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/26/2015","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/27/2015","AQS","110010043","2","4.7","ppb","6","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/28/2015","AQS","110010043","2","2.9","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/29/2015","AQS","110010043","2","4.8","ppb","6","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/30/2015","AQS","110010043","2","4.7","ppb","6","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/01/2015","AQS","110010043","2","3.5","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/02/2015","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/03/2015","AQS","110010043","2","3.3","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/04/2015","AQS","110010043","2","1.8","ppb","1","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/05/2015","AQS","110010043","2","1.8","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/06/2015","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/07/2015","AQS","110010043","2","2.4","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/08/2015","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/09/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/10/2015","AQS","110010043","2","0.9","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/11/2015","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/12/2015","AQS","110010043","2","3.4","ppb","4","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/13/2015","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/14/2015","AQS","110010043","2","2.1","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/15/2015","AQS","110010043","2","2.1","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/16/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/17/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/18/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/19/2015","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/20/2015","AQS","110010043","2","3.3","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/21/2015","AQS","110010043","2","2.8","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/22/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/23/2015","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/24/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/25/2015","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/26/2015","AQS","110010043","2","2.5","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/27/2015","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/28/2015","AQS","110010043","2","2.5","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/29/2015","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/30/2015","AQS","110010043","2","0.9","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/31/2015","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/03/2015","AQS","110010043","2","3.7","ppb","4","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/04/2015","AQS","110010043","2","4.1","ppb","6","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/05/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/06/2015","AQS","110010043","2","0.5","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/07/2015","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/08/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/09/2015","AQS","110010043","2","5.4","ppb","7","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/10/2015","AQS","110010043","2","2.3","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/11/2015","AQS","110010043","2","2.8","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/12/2015","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/13/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/14/2015","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/15/2015","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/16/2015","AQS","110010043","2","2.1","ppb","3","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/17/2015","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/18/2015","AQS","110010043","2","0.4","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/19/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/20/2015","AQS","110010043","2","0.9","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/21/2015","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/22/2015","AQS","110010043","2","2.5","ppb","3","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/23/2015","AQS","110010043","2","2.6","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/24/2015","AQS","110010043","2","2.6","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/25/2015","AQS","110010043","2","4.3","ppb","6","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/26/2015","AQS","110010043","2","2.3","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/27/2015","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/28/2015","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/29/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/30/2015","AQS","110010043","2","2.2","ppb","3","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/01/2015","AQS","110010043","2","2.4","ppb","3","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/02/2015","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/03/2015","AQS","110010043","2","4.3","ppb","6","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/04/2015","AQS","110010043","2","6.5","ppb","9","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/05/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/06/2015","AQS","110010043","2","0.9","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/07/2015","AQS","110010043","2","1.9","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/08/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/09/2015","AQS","110010043","2","1.8","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/10/2015","AQS","110010043","2","2.7","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/11/2015","AQS","110010043","2","3.8","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/12/2015","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/13/2015","AQS","110010043","2","2.4","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/14/2015","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/15/2015","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/16/2015","AQS","110010043","2","2.2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/17/2015","AQS","110010043","2","3.8","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/18/2015","AQS","110010043","2","6.2","ppb","9","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/19/2015","AQS","110010043","2","2.6","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/20/2015","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/21/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/22/2015","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/23/2015","AQS","110010043","2","2.2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/24/2015","AQS","110010043","2","2.7","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/25/2015","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/26/2015","AQS","110010043","2","3.2","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/27/2015","AQS","110010043","2","1.9","ppb","1","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/28/2015","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/29/2015","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/30/2015","AQS","110010043","2","5.5","ppb","7","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/31/2015","AQS","110010043","2","2.7","ppb","3","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"08/01/2015","AQS","110010043","2","1.9","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"08/02/2015","AQS","110010043","2","3.3","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"08/03/2015","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"08/04/2015","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"08/05/2015","AQS","110010043","2","3.4","ppb","4","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
