"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/01/2016","AQS","110010023","1","1.3","ppm","15","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/02/2016","AQS","110010023","1","1.2","ppm","14","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/03/2016","AQS","110010023","1","0.9","ppm","10","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/04/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/05/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/06/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/07/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/08/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/09/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/10/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/11/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/12/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/13/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/14/2016","AQS","110010023","1","0.4","ppm","5","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/15/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/16/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/17/2016","AQS","110010023","1","1","ppm","11","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/18/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/19/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/20/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/21/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/22/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/23/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/24/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/25/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/26/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/27/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/28/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"02/29/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/01/2016","AQS","110010023","1","1.2","ppm","14","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/02/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/03/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/04/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/05/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/06/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/07/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/08/2016","AQS","110010023","1","1.1","ppm","13","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/09/2016","AQS","110010023","1","1","ppm","11","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/10/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/11/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/12/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/13/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/14/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/15/2016","AQS","110010023","1","1","ppm","11","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/16/2016","AQS","110010023","1","1.2","ppm","14","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/17/2016","AQS","110010023","1","0.9","ppm","10","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/18/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/19/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/20/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/21/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/22/2016","AQS","110010023","1","0.9","ppm","10","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/23/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/24/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/25/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/26/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/27/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/28/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/29/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/30/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"03/31/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/01/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/02/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/03/2016","AQS","110010023","1","0.5","ppm","6","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/04/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/05/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/06/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/07/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/08/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/09/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/10/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/11/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/12/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/13/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/14/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/15/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/16/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/17/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/18/2016","AQS","110010023","1","1","ppm","11","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/19/2016","AQS","110010023","1","0.9","ppm","10","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/20/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/21/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/22/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/23/2016","AQS","110010023","1","0.7","ppm","8","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/24/2016","AQS","110010023","1","0.6","ppm","7","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/25/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
"04/26/2016","AQS","110010023","1","0.8","ppm","9","Verizon","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9038890009223","-77.046389"
